"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 09:23:23 GMT 2023","Thu Mar 23 09:23:23 GMT 2023","778","chromium","example.spec.ts","","","","has title",""
"passed","Thu Mar 23 09:23:17 GMT 2023","Thu Mar 23 09:23:17 GMT 2023","480","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Thu Mar 23 09:23:37 GMT 2023","Thu Mar 23 09:23:38 GMT 2023","864","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Thu Mar 23 09:23:18 GMT 2023","Thu Mar 23 09:23:18 GMT 2023","393","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Thu Mar 23 09:23:22 GMT 2023","Thu Mar 23 09:23:22 GMT 2023","568","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Thu Mar 23 09:23:19 GMT 2023","Thu Mar 23 09:23:19 GMT 2023","483","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu Mar 23 09:23:30 GMT 2023","Thu Mar 23 09:23:30 GMT 2023","609","firefox","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Thu Mar 23 09:23:13 GMT 2023","Thu Mar 23 09:23:13 GMT 2023","514","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Thu Mar 23 09:23:38 GMT 2023","Thu Mar 23 09:23:39 GMT 2023","749","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Thu Mar 23 09:23:27 GMT 2023","Thu Mar 23 09:23:30 GMT 2023","2530","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Thu Mar 23 09:23:49 GMT 2023","Thu Mar 23 09:23:50 GMT 2023","1067","firefox","example.spec.ts","","","","get started link",""
"passed","Thu Mar 23 09:23:30 GMT 2023","Thu Mar 23 09:23:31 GMT 2023","663","firefox","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Thu Mar 23 09:23:14 GMT 2023","Thu Mar 23 09:23:15 GMT 2023","500","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Thu Mar 23 09:23:31 GMT 2023","Thu Mar 23 09:23:32 GMT 2023","718","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu Mar 23 09:23:43 GMT 2023","Thu Mar 23 09:23:44 GMT 2023","773","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Thu Mar 23 09:23:20 GMT 2023","Thu Mar 23 09:23:21 GMT 2023","599","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Thu Mar 23 09:23:23 GMT 2023","Thu Mar 23 09:23:24 GMT 2023","716","chromium","example.spec.ts","","","","get started link",""
"passed","Thu Mar 23 09:23:42 GMT 2023","Thu Mar 23 09:23:43 GMT 2023","974","firefox","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu Mar 23 09:23:36 GMT 2023","Thu Mar 23 09:23:37 GMT 2023","933","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Thu Mar 23 09:23:13 GMT 2023","Thu Mar 23 09:23:14 GMT 2023","567","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Thu Mar 23 09:23:35 GMT 2023","Thu Mar 23 09:23:35 GMT 2023","788","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Thu Mar 23 09:23:45 GMT 2023","Thu Mar 23 09:23:46 GMT 2023","763","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Thu Mar 23 09:23:21 GMT 2023","Thu Mar 23 09:23:22 GMT 2023","495","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Thu Mar 23 09:23:40 GMT 2023","Thu Mar 23 09:23:41 GMT 2023","708","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Thu Mar 23 09:23:47 GMT 2023","Thu Mar 23 09:23:48 GMT 2023","844","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
